,SEG
59926,-44610304
59927,21356160
59928,-1445368
59929,-617370244
59930,448378112
59931,-67795680
59932,1411032
59933,-2880796
59934,-446466848
59935,-133014272
59936,-79180188
59937,13393260
59938,6749304
59939,135326784
59940,108904980
59941,37122624
59942,-143532168
59943,-80619564
59944,-108807940
59945,-29267124
59946,151393200
59947,69262108
59948,69262116
59949,-11360
59950,-27275904
59951,-69249644
59952,-58792928
59953,-27258312
59954,-69376032
59955,2911516
59956,-10506280
59957,-69674856
59958,12664592
59959,-57568024
59960,14593912
59961,75273872
59962,62310464
59963,65124104
59964,-371597640
59965,-424980320
59966,-37724160
59967,26800144
59968,0
59969,230256496
59970,-156991488
59971,-37310832
59972,439772304
59973,201862848
59974,202364130
59975,92885628
59976,108
59977,-169144
59978,-433020898
59979,-432235548
59980,-422112180
59981,-232152
59982,433125624
59983,441445648
59984,421318920
59985,1004008
59986,-1747256
59987,-17173112
59988,20860720
59989,-137408576
59990,-121060512
59991,-3250016
59992,-12897728
59993,129332752
59994,-260169216
59995,-423507688
59996,-429351440
59997,18268504
59998,393158196
59999,455246944
60000,452626696
60001,20442472
60002,20520884
60003,32732144
60004,-37666064
60005,-32713368
60006,-18323624
60007,-56935888
60008,13625122
60009,230768080
60010,216285344
60011,22528
60012,11023478
60013,-211271344
60014,-211269200
60015,14214928
60016,-12711008
60017,211281488
60018,212002688
60019,-15895368
60020,221755408
60021,5920
60022,-2975792
60023,221661704
60024,-4568
60025,-223987436
60026,-214111936
60027,-222241072
60028,-219868984
60029,1870286
60030,-8024284
60031,2398120
60032,-2384680
60033,33106
60034,2326204
60035,-2321356
60036,38640
60037,128120
60038,126856
60039,2412244
60040,-388081232
60041,-182186404
60042,-75336056
60043,79240
60044,390495836
60045,179694164
60046,72851808
60047,-128192
60048,-46628
60049,20440
60050,2500768
60051,-2379274
60052,-39360
60053,2389016
60054,-8979100
60055,17966
60056,-2250604
60057,22519386
60058,-107836892
60059,-454871436
60060,-480449148
60061,-18988806
60062,120247452
60063,460775600
60064,486310332
60065,-86545200
60066,26510108
60067,33357944
60068,33422556
60069,132254928
60070,-19525728
60071,-26352536
60072,-15387104
60073,6300976
60074,-17219088
60075,8598503
60076,-102889016
60077,-315525264
60078,17744400
60079,37127077
60080,73082904
60081,0
60082,8073440
60083,-44465836
60084,51297162
60085,265919696
60086,-7069424
60087,44475756
60088,-489450154
60089,-4608
60090,-1581680
60091,-45823388
60092,458147168
60093,4537824
60094,3199872
60095,2918096
60096,1524000
60097,1273856
60098,-2139664
60099,-7222432
60100,-4208
60101,24321852
60102,1478752
60103,-582802144
60104,-589932272
60105,-75255740
60106,-4370368
60107,589507696
60108,611793864
60109,100598384
60110,4603488
60111,406656
60112,-17487904
60113,-49270784
60114,-266224
60115,-549036
60116,-6934392
60117,5439392
60118,-7042784
60119,-12358100
60120,-10434192
60121,-13928944
60122,11846268
60123,108
60124,-394261632
60125,-10236320
60126,-17165756
60127,278044
60128,401890032
60129,9771168
60130,-7215408
60131,-7215408
60132,-2255184
60133,23149632
60134,-184397456
60135,7217960
60136,-12244320
60137,-20229456
60138,185856080
60139,10507808
60140,-1615488
60141,5025216
60142,25014088
60143,-155167448
60144,-166645472
60145,-186001040
60146,-11846744
60147,152067640
60148,-207585280
60149,-264512768
60150,11846744
60151,4059104
60152,394104816
60153,439735712
60154,3442500
60155,-203095136
60156,-8181600
60157,-6662048
60158,-29619076
60159,186602016
60160,7640368
60161,-175620800
60162,-137754392
60163,-76853528
60164,-92375240
60165,180107712
60166,204576944
60167,131236968
60168,131236968
60169,15065120
60170,-47640624
60171,-124830000
60172,-44067168
60173,48175536
60174,-1407308
60175,86895312
60176,5211072
60177,-49142192
60178,-5539988
60179,13219216
60180,14120000
60181,13010556
60182,108
60183,-6493152
60184,-6472536
60185,30776372
60186,43336996
60187,-18411283
60188,-25514472
60189,-144867952
60190,7220656
60191,78838515
60192,228747088
60193,142930544
60194,-60762960
60195,-43839696
60196,-186644523
60197,-70457336
60198,-418813704
60199,-458442444
60200,-454989901
60201,29521192
60202,435537656
60203,407906060
60204,404452968
60205,-414717624
60206,-5107684
60207,-404436400
60208,-426042400
60209,-39701904
60210,-409019156
60211,17941156
60212,396411608
60213,468915736
60214,429368560
60215,141708476
60216,-215155976
60217,-108960208
60218,-38543848
60219,249116240
60220,295335504
60221,118153856
60222,40892800
60223,-5559098944
60224,-123422316
60225,-124940524
60226,-32410953
60227,5577203792
60228,76183068
60229,76183076
60230,-6242287
60231,-27455248
60232,5737780
60233,-8330416
60234,-6213040
60235,26749120
60236,-7800700
60237,-414809528
60238,-195861016
60239,-218749104
60240,-201508096
60241,290981896
60242,66656472
60243,6868568
60244,-230975048
60245,129950376
60246,129950376
60247,-241084232
60248,301073584
60249,36823040
60250,36831272
60251,464305072
60252,675232
60253,-167411912
60254,-387509960
60255,-110355976
60256,132632488
60257,97931472
60258,352721592
60259,81951256
60260,-34719912
60261,-296408
60262,231825650
60263,232556672
60264,562852944
60265,486504928
60266,296311486
60267,-186323632
60268,-480389024
60269,-1296
60270,-460622952
60271,19762080
60272,483724416
60273,-6003731088
60274,465228104
60275,-19782544
60276,-6083694192
60277,5599947864
60278,-465419780
60279,14606240
60280,5614562104
60281,-5595090312
60282,-5613359924
60283,-5609706048
60284,-5608985384
60285,5623128432
60286,5608413136
60287,5610014016
60288,5609315584
60289,-20468272
60290,-11296768
60291,-5992400
60292,14819328
60293,1175568
60294,21258240
60295,-3952608
60296,-24363008
60297,21336512
60298,-5620519568
60299,-5617905776
60300,10674032
60301,-12070788
60302,5613911092
60303,5634297628
60304,-5618003792
60305,383201
60306,-5618164708
60307,-5623437836
60308,5607378266
60309,1204483
60310,5594403200
60311,5622950192
60312,-50376722
60313,-102023264
60314,-45591776
60315,-50949072
60316,-1068104
60317,36464688
60318,5920608
60319,-57710672
60320,-84447440
60321,-437614016
60322,-438150704
60323,40775712
60324,23044592
60325,66343488
60326,432337632
60327,-4238528
60328,-375673072
60329,-12273280
60330,21176384
60331,-29252496
60332,400366944
60333,334420608
60334,-84047216
60335,-30450928
60336,-46724464
60337,-360270744
60338,-362728832
60339,-344482872
60340,-325996928
60341,476142072
60342,501115245
60343,430494712
60344,425359776
60345,-103813192
60346,-70272029
60347,-4926320
60348,-15913344
60349,37059608
60350,37408
60351,-17856960
60352,-1095288
60353,537536
60354,-41811552
60355,-40194784
60356,-83368232
60357,-84803008
60358,-42674696
60359,-395662912
60360,-48368816
60361,-122862560
60362,-53555280
60363,440919392
60364,92822480
60365,86559944
60366,136998584
60367,-433363056
60368,-21575392
60369,125062912
60370,-83301624
60371,345713108
60372,166320
60373,-3564776
60374,19514648
60375,97887636
60376,-76130032
60377,-85315520
60378,-54487656
60379,-4579448
60380,132517256
60381,-474503792
60382,153609256
60383,-77080000
60384,-65970896
60385,121781376
60386,-33426272
60387,-315427424
60388,-350642696
60389,38512928
60390,-67932952
60391,349039952
60392,421633648
60393,364066432
60394,32553688
60395,-2503520
60396,-36721816
60397,-5492576
60398,-5551808
60399,-12115824
60400,-12373848
60401,-21224272
60402,-8346136
60403,9186080
60404,-19104640
60405,-6904664
60406,-16573096
60407,-27952272
60408,279664
60409,336880
60410,-18485952
60411,-15576000
60412,-11926640
60413,-15594448
60414,65156352
60415,-50414288
60416,85132600
60417,-296736712
60418,-382270096
60419,-275688472
60420,-41677336
60421,385063800
60422,424032928
60423,476052664
60424,59918704
60425,-1319424
60426,-20687224
60427,-56425768
60428,11184912
60429,17345952
60430,5687120
60431,-15827504
60432,25250501
60433,44315064
60434,517910192
60435,235068544
60436,-5609506869
60437,-55164680
60438,-518417872
60439,-219544704
60440,5558181848
60441,520749040
60442,266240
60443,-1552384
60444,-6901760
60445,-522641392
60446,1880064
60447,69632
60448,6762496
60449,-86167720
60450,519579112
60451,-92491776
60452,5442136
60453,84086952
60454,-521479656
60455,14042440
60456,-90110552
60457,2617344
60458,1937408
60459,84091872
60460,70471680
60461,-135168
60462,-249856
60463,-5720360
60464,13914112
60465,-13242368
60466,-94331944
60467,-90353664
60468,1921024
60469,11366400
60470,92636200
60471,90628096
60472,-1347584
60473,-749568
60474,257576960
60475,-483328
60476,1253560
60477,4038628
60478,-255737712
60479,2037208
60480,16196
60481,17360
60482,16836
60483,14908
60484,17684
60485,20088
60486,23444
60487,-323604
60488,-2086160
60489,-4088364
60490,-77945264
60491,-71979008
60492,1806336
60493,712704
60494,569684560
60495,-19841024
60496,-82010112
60497,3190784
60498,-507558508
60499,76347488
60500,66490336
60501,-171796
60502,15459308
60503,15460924
60504,13701112
60505,65284
60506,-1063256
60507,-1065592
60508,696976
60509,-1114108
60510,16296
60511,16404
60512,16376
60513,16344
60514,14740
60515,16528
60516,-49808
60517,-49152
60518,-49188
60519,-49400
60520,16380
60521,16380
60522,-9914696
60523,-9916092
60524,-9915728
60525,-9916228
60526,17228
60527,26764
60528,23940
60529,5324708
60530,5322704
60531,5314380
60532,5321564
60533,4173728
60534,4174600
60535,4173632
60536,4169228
60537,16552
60538,15408
60539,17144
60540,16768
60541,16516
60542,16724
60543,16236
60544,-6533652
60545,-6533312
60546,-6533188
60547,-6532616
60548,16884
60549,20060
60550,17004
60551,15520
60552,18000
60553,12620
60554,6544648
60555,6545100
60556,6543892
60557,6547600
60558,16412
60559,16356
60560,-2106536
60561,-2111580
60562,-2103512
60563,-2105176
60564,16988
60565,-57416
60566,12380
60567,12728
60568,12372
60569,90256
60570,-76072
60571,21480
60572,21932
60573,22140
60574,4092
60575,-91736
60576,-91920
60577,-91912
60578,16380
60579,16392
60580,329116
60581,328420
60582,328052
60583,177408
60584,-312736
60585,-139560
60586,-139036
60587,11168
60588,188524
60589,17388
60590,-176728
60591,-176288
60592,-176236
60593,-82547356
60594,-82353736
60595,2581608
60596,2580664
60597,70471956
60598,70471240
60599,1143448
60600,1142656
60601,15621128
60602,15624116
60603,18804
60604,24564
60605,32540
60606,28144
60607,25504
60608,20652
60609,12632
60610,16088
60611,15596
60612,16204
60613,16296
60614,-66684
60615,12596
60616,13172
60617,-73792
60618,118684
60619,36356
60620,36912
60621,-11104976
60622,-11218536
60623,-11214840
60624,-11214364
60625,13912
60626,16328
60627,17768
60628,15036
60629,15516
60630,16176
60631,24850672
60632,24850428
60633,24850928
60634,24851152
60635,-4844
60636,8151016
60637,160376
60638,9744696
60639,-24068288
60640,-32222556
60641,-24232456
60642,-25501740
60643,8330604
60644,8334992
60645,8347288
60646,32108
60647,2314220
60648,2309756
60649,2297736
60650,2314244
60651,32896
60652,32872
60653,34416
60654,-2433396
60655,16228
60656,17024
60657,26432
60658,2474288
60659,159760
60660,159036
60661,-2469468
60662,-2466092
60663,-2601020
60664,-2600996
60665,16392
60666,16380
60667,16380
60668,2482636
60669,2482548
60670,2482512
60671,2482480
60672,16448
60673,17572
60674,16076
60675,17332
60676,16392
60677,15592
60678,16824
60679,23436
60680,-2494992
60681,22332
60682,28296
60683,20584
60684,2541396
60685,25748
60686,16528
60687,18896
60688,18144
60689,13336
60690,16332
60691,14772
60692,13052
60693,-282544
60694,-2560188
60695,-2561108
60696,-2105608
60697,-1806680
60698,471216
60699,477468
60700,20464
60701,20020
60702,20380
60703,14568
60704,18872
60705,16356
60706,19408
60707,15952
60708,13948
60709,-90517344
60710,582687436
60711,-90521432
60712,-90521232
60713,12144
60714,-673193904
60715,16188
60716,15984
60717,90263648
60718,90270516
60719,90271812
60720,90271728
60721,24684
60722,16232
60723,16256
60724,1966956
60725,1966108
60726,1965756
60727,1967440
60728,-1620312
60729,-1620128
60730,-1621644
60731,-1623340
60732,14888
60733,14680
60734,16952
60735,16712
60736,15716
60737,16052
60738,16008
60739,16060
60740,16192
60741,16728
60742,15736
60743,17016
60744,16636
60745,19680
60746,16600
60747,16208
60748,16080
60749,13108
60750,16108
60751,16252
60752,16192
60753,17864
60754,16652
60755,16296
60756,1045948
60757,1042780
60758,1044252
60759,1044308
60760,15448
60761,-174632
60762,-171224
60763,-171532
60764,-172340
60765,19304
60766,19312
60767,16004
60768,16232
60769,17552
60770,12840
60771,16416
60772,-1015892
60773,10676
60774,13124
60775,12564
60776,1044820
60777,16784
60778,16120
60779,16132
60780,16364
60781,17636
60782,15644
60783,17496
60784,17636
60785,14812
60786,17232
60787,15040
60788,14908
60789,17340
60790,15604
60791,16456
60792,16640
60793,76992
60794,78320
60795,77852
60796,81576
60797,20280
60798,20108
60799,-462660
60800,-465628
60801,-465460
60802,-466568
60803,16484
60804,15080
60805,15304
60806,17708
60807,-733620
60808,12324
60809,11848
60810,11356
60811,761856
60812,17332
60813,16304
60814,15828
60815,28448
60816,23872
60817,24616
60818,26192
60819,12680
60820,17544
60821,16520
60822,14324
60823,-798892
60824,10912
60825,12152
60826,14504
60827,827412
60828,18788
60829,19476
60830,14448
60831,16440
60832,13956
60833,13336
60834,16784
60835,20712
60836,21552
60837,23896
60838,19828
60839,16476
60840,20464
60841,19616
60842,21220
60843,20268
60844,15636
60845,14340
60846,15756
60847,16300
60848,16096
60849,15824
60850,17236
60851,17332
60852,16328
60853,21844
60854,19780
60855,19496
60856,20636
60857,23232
60858,187604
60859,191716
60860,-315324
60861,-321312
60862,-480436
60863,-486640
60864,-3143032
60865,-3148060
60866,-3152088
60867,-3149580
60868,259783448
60869,259788552
60870,259784608
60871,259785272
60872,14852
60873,12720
60874,377044
60875,375984
60876,376712
60877,376736
60878,16308
60879,16772
60880,16404
60881,17932
60882,81852
60883,82936
60884,82452
60885,80376
60886,17684
60887,15980
60888,15856
60889,16396
60890,377168
60891,376392
60892,378012
60893,-516200
60894,-258646828
60895,-258645368
60896,-258646320
60897,-257753060
60898,16248
60899,15680
60900,15492
60901,16444
60902,15656
60903,15952
60904,20208
60905,16376
60906,17172
60907,16572
60908,12616
60909,16988
60910,15908
60911,16352
60912,16720
60913,16272
60914,16408
60915,16708
60916,17256
60917,17632
60918,15996
60919,18164
60920,17712
60921,-5471296
60922,-5471836
60923,-5474588
60924,-5467776
60925,17948
60926,20708
60927,20552
60928,13452
60929,16332
60930,16996
60931,16932
60932,16636
60933,5336892
60934,11076
60935,11936
60936,12068
60937,-5307768
60938,16356
60939,16136
60940,17100
60941,15884
60942,16380
60943,16524
60944,15572
60945,16240
60946,17508
60947,16388
60948,16464
60949,19340
60950,15608
60951,16684
60952,16356
60953,13452
60954,17308
60955,15932
60956,8183808
60957,8183816
60958,8183804
60959,8183824
60960,16344
60961,16536
60962,15680
60963,16500
60964,17716
60965,-1228960
60966,-1229388
60967,-1228712
60968,-1229132
60969,16920
60970,17036
60971,18428
60972,16316
60973,15840
60974,-1778208
60975,-1778172
60976,-1778032
60977,-1777488
60978,16724
60979,-1999268
60980,-1998980
60981,-70234304
60982,1791824
60983,3804004
60984,3805808
60985,72042088
60986,14132
60987,17340
60988,15296
60989,16344
60990,19064
60991,15632
60992,16616
60993,14788
60994,13708
60995,16728
60996,16256
60997,17180
60998,17064
60999,16288
61000,17380
61001,-3149504
61002,-3150456
61003,-3150464
61004,-3150800
61005,15288
61006,17424
61007,16452
61008,18400
61009,-88809464
61010,-88802236
61011,-88799168
